"district","county","year","subcounty","parish","school_name","ownership","gender","grade","value","location_code","facility_id"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Bugoma Primary School","Government","Female","Division 1","","D01S10P07","bugoma-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Bugoma Primary School","Government","Male","Division 2","","D01S10P07","bugoma-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Bugoma Primary School","Government","Female","Division 2","","D01S10P07","bugoma-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Bugoma Primary School","Government","Male","Division 3","2.0","D01S10P07","bugoma-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Bugoma Primary School","Government","Female","Division 3","2.0","D01S10P07","bugoma-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Bugoma Primary School","Government","Male","Division 4","4.0","D01S10P07","bugoma-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Bugoma Primary School","Government","Female","Division 4","6.0","D01S10P07","bugoma-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Bugoma Primary School","Government","Male","Division U","7.0","D01S10P07","bugoma-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Bugoma Primary School","Government","Female","Division U","10.0","D01S10P07","bugoma-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Bugoma Primary School","Government","Male","Division X","2.0","D01S10P07","bugoma-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Bugoma Primary School","Government","Female","Division X","1.0","D01S10P07","bugoma-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Male","Division 1","","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Female","Division 1","","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Male","Division 2","1.0","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Female","Division 2","","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Male","Division 3","2.0","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Female","Division 3","1.0","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Male","Division 4","4.0","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Female","Division 4","4.0","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Male","Division U","7.0","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Female","Division U","10.0","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Male","Division X","","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Bujwaya CU Primary School","Government","Female","Division X","1.0","D01S10P09","bujwaya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Male","Division 1","","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Female","Division 1","","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Male","Division 2","3.0","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Female","Division 2","3.0","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Male","Division 3","4.0","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Female","Division 3","4.0","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Male","Division 4","4.0","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Female","Division 4","3.0","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Male","Division U","5.0","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Female","Division U","3.0","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Male","Division X","1.0","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Balisanga","Bwalala Primary School","Government","Female","Division X","1.0","D01S10P04","bwalala-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Male","Division 1","","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Female","Division 1","","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Male","Division 2","","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Female","Division 2","1.0","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Male","Division 3","7.0","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Female","Division 3","7.0","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Male","Division 4","8.0","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Female","Division 4","10.0","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Male","Division U","3.0","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Female","Division U","2.0","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Male","Division X","","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota CU Primary School","Government","Female","Division X","1.0","D01S10P08","kawolokota-cu-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Male","Division 1","","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Female","Division 1","1.0","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Male","Division 2","7.0","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Female","Division 2","8.0","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Male","Division 3","8.0","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Female","Division 3","8.0","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Male","Division 4","7.0","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Female","Division 4","7.0","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Male","Division U","","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Female","Division U","1.0","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Male","Division X","","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kawolokota RC Primary School","Government","Female","Division X","","D01S10P08","kawolokota-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Male","Division 1","","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Female","Division 1","","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Male","Division 2","7.0","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Female","Division 2","7.0","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Male","Division 3","4.0","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Female","Division 3","5.0","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Male","Division 4","7.0","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Female","Division 4","6.0","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Male","Division U","10.0","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Female","Division U","12.0","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Male","Division X","","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Kayonza Primary School","Government","Female","Division X","","D01S10P08","kayonza-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Male","Division 1","","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Female","Division 1","","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Male","Division 2","2.0","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Female","Division 2","1.0","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Male","Division 3","2.0","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Female","Division 3","2.0","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Male","Division 4","4.0","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Female","Division 4","2.0","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Male","Division U","13.0","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Female","Division U","10.0","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Male","Division X","","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Nakyesanja","Kirimantoogo RC Primary School","Government","Female","Division X","","D01S10P02","kirimantoogo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Male","Division 1","","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Female","Division 1","","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Male","Division 2","3.0","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Female","Division 2","6.0","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Male","Division 3","20.0","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Female","Division 3","7.0","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Male","Division 4","6.0","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Female","Division 4","5.0","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Male","Division U","8.0","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Female","Division U","4.0","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Male","Division X","3.0","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Kitwe","Kitwe RC Primary School","Government","Female","Division X","1.0","D01S10P07","kitwe-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Male","Division 1","","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Female","Division 1","","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Male","Division 2","2.0","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Female","Division 2","1.0","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Male","Division 3","2.0","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Female","Division 3","2.0","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Male","Division 4","2.0","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Female","Division 4","1.0","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Male","Division U","2.0","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Female","Division U","1.0","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Male","Division X","2.0","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namizo","Kyebuye RC Primary School","Government","Female","Division X","2.0","D01S10P09","kyebuye-rc-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Lugasa Primary School","Government","Male","Division 1","","D01S10P08","lugasa-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Lugasa Primary School","Government","Female","Division 1","","D01S10P08","lugasa-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Lugasa Primary School","Government","Male","Division 2","7.0","D01S10P08","lugasa-primary-school_kayunga"
"Kayunga","Bbaale","2018","Kayonza","Namaliri","Lugasa Primary School","Government","Female","Division 2","7.0","D01S10P08","lugasa-primary-school_kayunga"
