District name,Sub county,Parish,Village,Name of the school,School type,Does the school have Pre-primary education (ECD/Nursery),Total number of learners,Number of boys,Number of girls,Number of learners with disabilities (boys/girls),Total number of teachers,Number of male teachers,Number of Female teachers,Number of teachers on government payroll ,Number of teachers qualified by Diploma,Number of teachers qualified degree and above,Number of teachers qualified by certificate,Number of classroom blocks,"Of these, how many are permanent classrooms",How many are semi-permanent classrooms,How many are temporary classrooms,Number of Toilets,Are there separate toilets for boys and girls? ,"if yes, Number of toilets available for boys","if yes, Number of toilets available for girls",Are there separate toilets for teachers,"if yes, Number of toilets available for teachers",Are toilets accommodative for people with Disabilities e.g walking,Is water available at the school? ,Is there a handwashing point available at school,Does the school have electricity? ,Does the school have an ICT/computer lab? ,"On average, how many pupils does one classroom accommodate /how many learners sit in one classroom (Pupil-classroom ratio)","On average, how pupils does on teacher attend to /teach in this school (Average pupil–teacher ratio)",Pupil-text book ratio-on average one book is used by how many pupils?,"Pupil–toilet ratio( On average, how many pupils use one toilet ?",Take a photo of paper/chat showing enrolment of last term,Take a photo of paper/chat showing enrolment of last term_URL,Photo showing front view of the school,Photo showing front view of the school_URL,Geo location of the school,_Geo location of the school_latitude,_Geo location of the school_longitude,_Geo location of the school_altitude,_Geo location of the school_precision,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
Kayunga,Kayunga town council ,Namagabi ,Namagabi A,Renah junior school ,Private,Yes,136,60,76,0,9,2,7,,3,,6,8,8,,,5,Yes,2,3,Yes,2,No,Yes,Yes,No,No,40,15,0,27,,,1758617650234.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ff7309838-e983-4b72-a4d8-48124477ce6d%2F1758617650234.jpg,0.7137176 32.9095921 1056.3 4.75,0.7137176,32.9095921,1056.3,4.75,565020148,f7309838-e983-4b72-a4d8-48124477ce6d,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,277
Kayunga,Kayunga town council ,Kayunga ,Central ward,Gospel valley P/S,Private,Yes,480,231,249,,16,7,9,,3,,13,10,10,,,9,Yes,4,4,Yes,2,Yes,Yes,Yes,Yes,No,50,30,2,60,1758631070068.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F687a7c9d-fb4d-4fd7-a3e4-8716c24e3fec%2F1758631070068.jpg,1758631173272.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F687a7c9d-fb4d-4fd7-a3e4-8716c24e3fec%2F1758631173272.jpg,0.6988067 32.9087774 1056.800048828125 4.76,0.6988067,32.9087774,1056.800049,4.76,565023534,687a7c9d-fb4d-4fd7-a3e4-8716c24e3fec,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,283
Kayunga,Kayunga town council ,Bukolooto ,Sajabi zone,Faith education centre ,Private,Yes,334,197,137,,20,9,11,,,2,18,10,9,1,,6,Yes,3,3,Yes,2,Yes,Yes,Yes,Yes,No,70,17,2,57,1758631896988.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F95a2a6f2-86e8-4366-8d46-dd2aac44050c%2F1758631896988.jpg,1758631953454.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F95a2a6f2-86e8-4366-8d46-dd2aac44050c%2F1758631953454.jpg,0.6904411 32.9113168 1056.800048828125 4.7,0.6904411,32.9113168,1056.800049,4.7,565023900,95a2a6f2-86e8-4366-8d46-dd2aac44050c,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,284
Kayunga,Kayunga town council ,Kayunga central ward,Kayunga central ,St. Mary's infant school ,Private,Yes,164,97,67,,10,4,6,,1,,4,7,,7,,4,Yes,2,2,No,,No,No,Yes,No,No,30,16,0,41,,,1758637278940.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fa3242c3c-b994-4909-bdef-c8217f4f8c51%2F1758637278940.jpg,0.700945 32.90673 1075.199951171875 4.806,0.700945,32.90673,1075.199951,4.806,565025207,a3242c3c-b994-4909-bdef-c8217f4f8c51,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,288
Kayunga,Kayunga town council ,Kayunga ,Namagabi ,Kayunga girls,Government,No,515,240,275,,,,31,18,15,4,12,5,7,0,0,3,Yes,1,1,Yes,1,Yes,Yes,Yes,Yes,No,40,45,5,119,1758029152070.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F07081289-c6a3-44a9-9c26-6719134251d2%2F1758029152070.jpg,1758029563772.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F07081289-c6a3-44a9-9c26-6719134251d2%2F1758029563772.jpg,0.7101133 32.90796 1074.4000244140625 4.0,0.7101133,32.90796,1074.400024,4,560574932,07081289-c6a3-44a9-9c26-6719134251d2,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,51
Kayunga,Kitimbwa sc,Kyerima,Kyerima A,Kyerima Umea primary school ,Government,No,606,309,297,10,13,3,9,12,2,1,10,8,6,2,0,11,Yes,5,5,No,,Yes,No,Yes,No,No,87,47,2,56,1758105107298.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fd41391dc-af8f-4278-a5a6-89f7d37cd7b6%2F1758105107298.jpg,1758105172018.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fd41391dc-af8f-4278-a5a6-89f7d37cd7b6%2F1758105172018.jpg,0.8041204 32.8859905 1064.248 1.405,0.8041204,32.8859905,1064.248,1.405,561067395,d41391dc-af8f-4278-a5a6-89f7d37cd7b6,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,125
Kayunga,Kitimbwa sc,Kyerima ward,Kyerima A,Kyerima CU,Government,No,789,375,414,14,11,8,3,11,0,2,9,7,7,0,0,9,Yes,4,5,No,,Yes,Yes,Yes,Yes,Yes,113,72,3,88,1758106609208.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F5a9c8d74-be42-489a-8081-63c914a7c813%2F1758106609208.jpg,1758106524856.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F5a9c8d74-be42-489a-8081-63c914a7c813%2F1758106524856.jpg,0.8015184 32.8747217 1026.934 2.37,0.8015184,32.8747217,1026.934,2.37,561068090,5a9c8d74-be42-489a-8081-63c914a7c813,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,126
Kayunga,Kitimbwa sc,Kyerima,Namabugga,Namabugga rc,Government,No,264,150,114,0,8,4,4,7,0,1,6,8,4,4,0,14,Yes,4,8,Yes,2,No,Yes,Yes,No,No,33,38,3,22,1758109620746.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F413ebc07-a2bf-472c-91de-2fea6ebc6150%2F1758109620746.jpg,1758109827275.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F413ebc07-a2bf-472c-91de-2fea6ebc6150%2F1758109827275.jpg,0.8311819 32.837173 1075.734 2.431,0.8311819,32.837173,1075.734,2.431,561070274,413ebc07-a2bf-472c-91de-2fea6ebc6150,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,127
Kayunga,Kitimbwa sc,Kitatya,Kitatya B,Kitatya RC,Government,Yes,807,441,366,10,15,9,6,12,6,2,4,9,9,0,0,18,Yes,7,11,Yes,3,Yes,Yes,Yes,Yes,No,90,54,4,45,1758182868173.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F5298088c-3252-482e-b398-1aa9e6d657f1%2F1758182868173.jpg,1758181968117.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F5298088c-3252-482e-b398-1aa9e6d657f1%2F1758181968117.jpg,0.8179684 32.9095572 1073.834 0.965,0.8179684,32.9095572,1073.834,0.965,563612591,5298088c-3252-482e-b398-1aa9e6d657f1,2025-09-21,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,194
Kayunga,Kitimbwa sc,Kitatya ,Kitatya B,Kitatya CU,Government,Yes,660,329,331,22,15,8,7,13,3,2,8,10,9,1,0,7,Yes,2,3,Yes,2,No,Yes,Yes,Yes,No,74,51,3,39,1758183727744.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ffc25da70-625d-41f6-b11c-0de33d92f54f%2F1758183727744.jpg,1758183986918.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ffc25da70-625d-41f6-b11c-0de33d92f54f%2F1758183986918.jpg,0.8162509 32.9084423 1089.843 1.225,0.8162509,32.9084423,1089.843,1.225,563612622,fc25da70-625d-41f6-b11c-0de33d92f54f,2025-09-21,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,195
Kayunga,Kitimbwa sc,Nkokonjeru,Tweyagalire,Tweyagalire RC,Government,No,389,197,192,2,8,5,3,8,0,1,7,7,4,1,2,2,No,,,Yes,1,No,Yes,Yes,Yes,No,56,49,2,194,1758190199990.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F08363f7d-c057-43ad-ac4c-4ea02a81ae39%2F1758190199990.jpg,1758190333419.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F08363f7d-c057-43ad-ac4c-4ea02a81ae39%2F1758190333419.jpg,0.8659551 32.9506429 1051.334 1.084,0.8659551,32.9506429,1051.334,1.084,563612787,08363f7d-c057-43ad-ac4c-4ea02a81ae39,2025-09-21,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,200
Kayunga,Kitimbwa sc,Nakivubo,Nakivubo A,Nakivubo umea,Government,Yes,486,244,242,1,10,6,4,8,2,1,5,7,4,3,0,12,Yes,4,8,Yes,2,Yes,Yes,Yes,No,No,70,61,4,41,1758187042036.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F09231eda-1ce4-437f-9296-a966a08b4cc5%2F1758187042036.jpg,1758187064764.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F09231eda-1ce4-437f-9296-a966a08b4cc5%2F1758187064764.jpg,0.8243615 32.9642041 1069.019 1.237,0.8243615,32.9642041,1069.019,1.237,563612822,09231eda-1ce4-437f-9296-a966a08b4cc5,2025-09-21,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,201
Kayunga,Kitimbwa sc,Wabuyinja,Kyetume A,Kyetume High ps,Government,No,277,155,122,1,9,7,2,9,6,2,1,7,7,0,0,7,Yes,3,4,Yes,2,Yes,No,Yes,Yes,No,40,30,2,40,1758193865066.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F1257e749-0935-4980-9985-c813f4cd2937%2F1758193865066.jpg,1758194103163.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F1257e749-0935-4980-9985-c813f4cd2937%2F1758194103163.jpg,0.8567838 32.9167 1038.225 0.604,0.8567838,32.9167,1038.225,0.604,563612852,1257e749-0935-4980-9985-c813f4cd2937,2025-09-21,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,202
Kayunga,Kitimbwa sc,Nakivubo,Nakivubo,Nakivubo CU,Government,No,1163,601,562,12,12,7,5,10,2,2,6,7,7,0,0,6,Yes,3,3,No,,No,Yes,No,Yes,No,120,180,2,80,,,1758185969249.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fafa42a15-8215-437a-b832-0c22e23e5b7c%2F1758185969249.jpg,0.8233741 32.9540082 1062.728 0.684,0.8233741,32.9540082,1062.728,0.684,566453580,afa42a15-8215-437a-b832-0c22e23e5b7c,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,391
Kayunga,Kitimbwa sc,Namulaba,Mansa A,Mansa Eden p/s,Government,No,263,126,137,2,8,4,4,8,4,0,4,4,4,0,0,9,Yes,5,4,No,,Yes,No,No,No,No,72,35,2,28,,,1758199083708.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Faddf6667-0de7-4ce0-9852-da6ab5e31f5f%2F1758199083708.jpg,0.8059924 32.9129234 1098.602 0.948,0.8059924,32.9129234,1098.602,0.948,566484106,addf6667-0de7-4ce0-9852-da6ab5e31f5f,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,396
Kayunga,Kitimbwa sc,Nkokonjeru,Bulawula,Bulawula CU,Government,No,432,227,205,1,12,9,3,11,1,2,8,10,5,5,0,8,Yes,4,4,Yes,2,Yes,Yes,No,No,No,64,44,3,52,,,1758191324272.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2c598f15-3984-4ccf-9301-c5dd4806eda1%2F1758191324272.jpg,0.8411673 32.9579698 1109.304 1.084,0.8411673,32.9579698,1109.304,1.084,566530174,2c598f15-3984-4ccf-9301-c5dd4806eda1,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,405
Kayunga,Kitimbwa sc,Kyetume,Kyetume kabaganda,Kyetume kabaganda,Government,No,689,353,336,7,9,4,5,9,4,2,3,8,6,2,0,7,Yes,4,4,No,,No,No,No,Yes,No,77,76,2,80,,,1758192920227.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F11a9217f-a0b4-47a1-86c8-51d2d1f99723%2F1758192920227.jpg,0.8617155 32.9262217 1075.0999755859375 0.857,0.8617155,32.9262217,1075.099976,0.857,566542311,11a9217f-a0b4-47a1-86c8-51d2d1f99723,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,407
Kayunga,Kitimbwa sc,Nkokonjeru,Nkokonjeru,Nkokonjeru CU,Government,No,973,484,489,25,8,5,3,7,2,1,4,7,3,2,2,10,Yes,5,5,Yes,2,Yes,Yes,Yes,Yes,No,150,138,3,97,,,1758185493461.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F76f846fb-8cff-4a48-a45a-8da2f945eb6e%2F1758185493461.jpg,0.8267998 32.9481959 1087.5 0.687,0.8267998,32.9481959,1087.5,0.687,566558079,76f846fb-8cff-4a48-a45a-8da2f945eb6e,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,409
Kayunga,Kitimbwa sc,Nakivubo,Bisaka,Bisaka CU,Government,No,902,455,447,2,10,7,3,10,2,1,7,8,8,,0,8,Yes,5,3,No,,No,No,No,Yes,No,112,90,2,112,,,1758188108389.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fdbe1979a-6a16-4d65-b60c-eabfa6c27b5f%2F1758188108389.jpg,0.8536436 32.9741837 951.734 0.756,0.8536436,32.9741837,951.734,0.756,566562739,dbe1979a-6a16-4d65-b60c-eabfa6c27b5f,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,410
Kayunga,Kitimbwa sc,Kyerima,Nakaseeta,Nakaseeta cu,Government,No,204,99,105,12,7,6,1,7,7,0,0,7,7,0,1,10,Yes,5,5,No,,No,No,Yes,No,No,30,30,2,21,,,,,,,,,,566593919,a754c38d-592c-4d75-8b54-60ab7b24cc1f,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,413
Kayunga,Kitimbwa sc,Namulaba,Nongo,St. Martins Nongo,Government,No,347,172,175,1,8,8,0,8,2,1,5,7,5,0,2,7,Yes,3,4,No,,No,No,No,No,No,46,46,2,52,,,1758196463322.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7f78fd4c-5356-44f9-b7b4-6a0c44c879ab%2F1758196463322.jpg,0.7993998 32.9329132 1086.885 0.793,0.7993998,32.9329132,1086.885,0.793,566657988,7f78fd4c-5356-44f9-b7b4-6a0c44c879ab,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,414
Kayunga,Kitimbwa sc,Nkokonjeru,Nkokonjeru,Nkokonjeru RC,Government,No,531,272,259,10,10,5,5,10,2,2,6,5,5,0,0,5,Yes,2,2,No,,Yes,Yes,No,Yes,No,35,35,2,38,,,1758185193641.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ffd065779-b691-49fa-87d0-df305c0e1882%2F1758185193641.jpg,0.8261422 32.946855 1052.725 0.767,0.8261422,32.946855,1052.725,0.767,566664602,fd065779-b691-49fa-87d0-df305c0e1882,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,415
Kayunga,Kitimbwa sc,Namulaba,Nongo ,Nongo CU,Government,No,290,154,136,0,8,5,3,7,0,0,8,7,3,2,2,8,Yes,8,8,No,,No,No,No,No,No,42,41,2,38,,,1758197061502.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F46634187-1880-413f-bebe-2a8f94a109dc%2F1758197061502.jpg,0.7880949 32.9329991 1072.904 0.665,0.7880949,32.9329991,1072.904,0.665,566719603,46634187-1880-413f-bebe-2a8f94a109dc,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,416
Kayunga,Kitimbwa sc,Namulaba,Namulaba,Namulaba umea,Government,Yes,609,333,269,6,10,5,5,8,2,0,6,8,6,2,0,7,Yes,4,3,Yes,2,Yes,Yes,Yes,No,No,58,63,2,55,,,1758197811282.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F91ef3ab3-68c9-4f02-91ac-1be82c6470bf%2F1758197811282.jpg,0.789245 32.9244994 1074.102 0.822,0.789245,32.9244994,1074.102,0.822,566530023,91ef3ab3-68c9-4f02-91ac-1be82c6470bf,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,404
Kayunga,Kitimbwa sc,Kyerima ,Namabugga ,Namabugga RC,Government,No,394,154,160,0,7,4,3,7,1,1,5,7,7,0,0,13,Yes,5,8,Yes,2,Yes,Yes,Yes,No,No,56,56,3,30,,,,,,,,,,566730292,aecef1cc-57e1-4d23-a03f-bff325ada51e,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,417
Kayunga,Kitimbwa tc,Wabuyinja ,Kitimbwa I,Kitimbwa Light ps,Government,Yes,839,411,428,27,18,10,8,14,5,2,11,8,4,4,0,7,Yes,3,4,Yes,4,Yes,Yes,Yes,Yes,No,120,60,3,120,1758115435441.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F550feb2f-25a3-41b6-8695-56f3c521d9a0%2F1758115435441.jpg,1758115549511.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F550feb2f-25a3-41b6-8695-56f3c521d9a0%2F1758115549511.jpg,0.8409015 32.8830158 1077.407 0.993,0.8409015,32.8830158,1077.407,0.993,561066690,550feb2f-25a3-41b6-8695-56f3c521d9a0,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,123
Kayunga,Kitimbwa tc,Wabuyinja ,Wabwoko,Wabwoko CU,Government,No,496,240,256,3,12,4,7,11,1,3,7,7,5,2,0,10,Yes,5,4,No,,Yes,Yes,Yes,No,No,71,45,3,55,1758117341933.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8ddb2813-9c46-4e93-add2-f26316fb9b9b%2F1758117341933.jpg,1758117511445.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8ddb2813-9c46-4e93-add2-f26316fb9b9b%2F1758117511445.jpg,0.8375769 32.8965841 1077.407 1.485,0.8375769,32.8965841,1077.407,1.485,561066876,8ddb2813-9c46-4e93-add2-f26316fb9b9b,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,124
Kayunga,Kitimbwa tc ,Wabuyinja ,Kitimbwa I,Kitimbwa umea,Government,No,288,152,136,1,10,5,5,10,4,3,6,7,3,2,2,9,Yes,4,5,No,,Yes,No,Yes,Yes,No,42,29,2,32,1758112411593.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7230d710-09ce-4f53-addb-3fa88d42ba93%2F1758112411593.jpg,1758112473253.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7230d710-09ce-4f53-addb-3fa88d42ba93%2F1758112473253.jpg,0.8494532 32.8774791 1077.407 7.448,0.8494532,32.8774791,1077.407,7.448,561066287,7230d710-09ce-4f53-addb-3fa88d42ba93,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,121
Kayunga,Kitimbwa tc ,Wabuyinja ,Kitimbwa I,Kitimbwa CU,Government,Yes,920,410,510,0,14,6,8,11,6,3,1,7,7,0,0,10,Yes,5,5,No,,Yes,Yes,Yes,Yes,No,132,84,3,92,1758113960324.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fba4aac00-59b4-46e8-831c-f1575e2176fa%2F1758113960324.jpg,1758114073023.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fba4aac00-59b4-46e8-831c-f1575e2176fa%2F1758114073023.jpg,0.848881 32.8800014 1077.407 2.728,0.848881,32.8800014,1077.407,2.728,561066546,ba4aac00-59b4-46e8-831c-f1575e2176fa,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,122
Kayunga,Kitimbwa tc ,Wabuyinja ,Kitimbwa II,Kitimbwa RC,Government,No,590,307,283,43,12,4,8,12,10,2,0,8,0,0,0,10,Yes,4,6,Yes,2,Yes,No,Yes,Yes,No,73,49,2,59,,,,,,,,,,566589189,59124ab1-b1c8-4379-b3af-606c67a18e7c,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,412
Kayunga,Nakatooke,Katikanyonyi,Nakatooke,Nakatooke R/c,Government,No,446,225,241,0,12,3,9,7,3,1,3,9,8,0,0,12,Yes,6,6,No,,No,No,Yes,Yes,No,55,40,5,36,1758193393233.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6d530286-ee12-47e1-8a31-2887935608e6%2F1758193393233.jpg,1758193532382.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6d530286-ee12-47e1-8a31-2887935608e6%2F1758193532382.jpg,0.7265305 33.0378349 1055.0 9.5,0.7265305,33.0378349,1055,9.5,563937859,6d530286-ee12-47e1-8a31-2887935608e6,2025-09-22,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,218
Kayunga,Nazigo sub county,Nazigo ,Kyampisi ,Kyampisi C/U,Government,No,200,,,,9,5,4,9,2,2,5,8,7,1,,10,Yes,5,4,Yes,2,No,No,No,No,No,40,40,5,20,,,1758114867143.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fc300377f-247d-4ac5-9e2b-56fea8576ce1%2F1758114867143.jpg,0.66862 32.9907667 1079.6 4.0,0.66862,32.9907667,1079.6,4,561078508,c300377f-247d-4ac5-9e2b-56fea8576ce1,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,139
Kayunga,Nazigo sub county,Bukambwe,Gayaza,Kikonyogo,Government,No,333,180,153,,10,3,7,10,2,1,7,7,7,0,0,2,Yes,1,1,No,,No,No,Yes,Yes,No,80,80,3,167,1758115648198.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F05e9b46e-2fbf-4193-85ce-b75e0b10213d%2F1758115648198.jpg,1758115844200.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F05e9b46e-2fbf-4193-85ce-b75e0b10213d%2F1758115844200.jpg,0.685525 33.0045883 1106.0 2.9,0.685525,33.0045883,1106,2.9,561090368,05e9b46e-2fbf-4193-85ce-b75e0b10213d,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,147
