District name,Sub county,Parish,Village,Name of the school,School type,Does the school have Pre-primary education (ECD/Nursery),Total number of learners,Number of boys,Number of girls,Number of learners with disabilities (boys/girls),Total number of teachers,Number of male teachers,Number of Female teachers,Number of teachers on government payroll ,Number of teachers qualified by Diploma,Number of teachers qualified degree and above,Number of teachers qualified by certificate,Number of classroom blocks,"Of these, how many are permanent classrooms",How many are semi-permanent classrooms,How many are temporary classrooms,Number of Toilets,Are there separate toilets for boys and girls? ,"if yes, Number of toilets available for boys","if yes, Number of toilets available for girls",Are there separate toilets for teachers,"if yes, Number of toilets available for teachers",Are toilets accommodative for people with Disabilities e.g walking,Is water available at the school? ,Is there a handwashing point available at school,Does the school have electricity? ,Does the school have an ICT/computer lab? ,"On average, how many pupils does one classroom accommodate /how many learners sit in one classroom (Pupil-classroom ratio)","On average, how pupils does on teacher attend to /teach in this school (Average pupil–teacher ratio)",Pupil-text book ratio-on average one book is used by how many pupils?,"Pupil–toilet ratio( On average, how many pupils use one toilet ?",Take a photo of paper/chat showing enrolment of last term,Take a photo of paper/chat showing enrolment of last term_URL,Photo showing front view of the school,Photo showing front view of the school_URL,Geo location of the school,_Geo location of the school_latitude,_Geo location of the school_longitude,_Geo location of the school_altitude,_Geo location of the school_precision,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
Kayunga,Busaana Sub county,Kiwangula,Wantete,St Mark Junior school,Private,Yes,300,140,160,0,15,6,9,,2,1,13,10,10,0,0,10,Yes,4,4,Yes,2,No,Yes,Yes,Yes,No,30,30,10,40,1758610489171.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F380fad28-7fef-4961-9de2-e9145c462283%2F1758610489171.jpg,1758610572712.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F380fad28-7fef-4961-9de2-e9145c462283%2F1758610572712.jpg,0.7324431 32.9703331 1091.365234375 4.997,0.7324431,32.9703331,1091.365234,4.997,565061854,380fad28-7fef-4961-9de2-e9145c462283,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,301
Kayunga,Busaana Sub county,Kiwangula,Buyungirizi village,Modern life junior school,Private,Yes,226,121,105,5,8,3,5,,1,0,7,3,8,0,0,4,Yes,2,2,No,,No,No,No,Yes,No,20,20,5,60,1758611888548.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fe907c9d3-2290-48bc-b021-6ba3e8522679%2F1758611888548.jpg,1758612025875.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fe907c9d3-2290-48bc-b021-6ba3e8522679%2F1758612025875.jpg,0.7053791 32.9785535 1107.8548583984375 4.247,0.7053791,32.9785535,1107.854858,4.247,565086911,e907c9d3-2290-48bc-b021-6ba3e8522679,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,302
Kayunga,Busaana Sub county,Kiwangula,Buyungirizi,Blessed Preparatory primary school ,Private,Yes,42,21,21,0,6,3,3,,0,0,6,5,4,0,1,4,Yes,2,2,No,,Yes,No,Yes,Yes,No,25,25,3,10,1758612555567.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F09f96fb3-5b8d-4416-aaa3-0e5edae91fe2%2F1758612555567.jpg,1758612713745.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F09f96fb3-5b8d-4416-aaa3-0e5edae91fe2%2F1758612713745.jpg,0.7071695 32.9821026 1099.56201171875 4.357,0.7071695,32.9821026,1099.562012,4.357,565089828,09f96fb3-5b8d-4416-aaa3-0e5edae91fe2,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,303
Kayunga,Busaana Sub county,Kiwangula,Ngeye village,Brilliant Nursery and Primary school,Private,Yes,340,160,180,2,10,5,5,,0,0,10,10,4,6,1,10,Yes,4,4,Yes,2,No,Yes,Yes,Yes,No,40,40,5,45,1758614081585.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7ca1a020-3a82-4ade-a03c-3921b0cac2c0%2F1758614081585.jpg,1758614357099.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7ca1a020-3a82-4ade-a03c-3921b0cac2c0%2F1758614357099.jpg,0.7202044 32.9745079 1095.8050537109375 4.531,0.7202044,32.9745079,1095.805054,4.531,565093232,7ca1a020-3a82-4ade-a03c-3921b0cac2c0,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,304
Kayunga,Busaana Sub county,Lusenke,Kibuzi,Nansayi Day and Boarding junior school,Private,Yes,120,40,80,2,7,2,5,,0,0,7,7,4,3,1,6,Yes,2,2,Yes,2,Yes,No,No,No,No,20,20,3,40,1758617520020.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8211a5be-cc93-4c81-b55f-af5015875f89%2F1758617520020.jpg,1758617603315.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8211a5be-cc93-4c81-b55f-af5015875f89%2F1758617603315.jpg,0.7327847 32.9833463 1073.101318359375 4.139,0.7327847,32.9833463,1073.101318,4.139,565095174,8211a5be-cc93-4c81-b55f-af5015875f89,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,305
Kayunga,Busaana Sub county,Lusenke,Kibuzi,Victory Junior school,Private,Yes,200,90,110,0,10,6,4,,3,0,7,9,0,0,9,3,Yes,1,1,Yes,1,No,Yes,Yes,No,No,25,25,3,110,1758618584971.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F9d5bad1e-89b5-4623-b6ea-b052f5ba7ee4%2F1758618584971.jpg,1758618657902.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F9d5bad1e-89b5-4623-b6ea-b052f5ba7ee4%2F1758618657902.jpg,0.7341161 32.9895492 1084.9232177734375 4.477,0.7341161,32.9895492,1084.923218,4.477,565098869,9d5bad1e-89b5-4623-b6ea-b052f5ba7ee4,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,306
Kayunga,Busaana Sub county,Kasana ward,Bugaddu,Heroes Education Centre Nursery and Primary school,Private,Yes,76,30,46,1,6,3,3,,1,1,0,3,0,0,3,2,Yes,1,1,No,,No,No,Yes,No,No,10,10,1,46,1758630405316.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6fc7f492-640f-4f8f-be47-6968eba86420%2F1758630405316.jpg,1758630495207.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6fc7f492-640f-4f8f-be47-6968eba86420%2F1758630495207.jpg,0.7663879 32.9980735 1027.9134521484375 4.34,0.7663879,32.9980735,1027.913452,4.34,565110143,6fc7f492-640f-4f8f-be47-6968eba86420,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,311
Kayunga,Busaana Sub county,Nampanyi,Bukungu,Eden Junior school,Private,Yes,247,117,130,0,11,5,6,,1,0,2,10,4,0,6,10,Yes,5,4,Yes,2,No,Yes,Yes,Yes,No,24,24,2,32,1758629374322.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Feeab8214-1ab7-46a8-b59b-a22c4413fc9f%2F1758629374322.jpg,1758629467483.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Feeab8214-1ab7-46a8-b59b-a22c4413fc9f%2F1758629467483.jpg,0.7578914 33.0082726 1094.2342529296875 4.204,0.7578914,33.0082726,1094.234253,4.204,565112521,eeab8214-1ab7-46a8-b59b-a22c4413fc9f,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,312
Kayunga,Busaana Sub county,Nampanyi,Kireku village,Fruit of Faith NPS,Private,Yes,365,177,188,1,13,5,8,,0,0,1,10,0,0,10,4,Yes,2,2,No,,No,Yes,No,No,No,30,30,12,94,1758627588253.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2b313c23-4424-4dbe-9d63-74fe4fdd9320%2F1758627588253.jpg,1758627671489.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2b313c23-4424-4dbe-9d63-74fe4fdd9320%2F1758627671489.jpg,0.7515185 33.0205664 1066.5572509765625 4.899,0.7515185,33.0205664,1066.557251,4.899,565114891,2b313c23-4424-4dbe-9d63-74fe4fdd9320,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,313
Kayunga,Busaana Sub county,Lusenke,Bakuta,Xavier Junior school,Private,Yes,197,54,143,0,8,5,3,,0,1,3,10,10,0,0,5,Yes,2,2,Yes,1,No,Yes,No,No,No,17,17,3,71,1758622895181.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ffe7c4c60-c516-4bae-a84f-922fca76a506%2F1758622895181.jpg,1758623024722.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ffe7c4c60-c516-4bae-a84f-922fca76a506%2F1758623024722.jpg,0.7300957 32.9915377 1078.7484130859375 4.622,0.7300957,32.9915377,1078.748413,4.622,565119846,fe7c4c60-c516-4bae-a84f-922fca76a506,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,315
Kayunga,Busaana Sub county,Lusenke,Lusenke,Alpha Schools,Private,Yes,79,47,33,2,5,2,3,,2,0,3,4,4,0,0,3,Yes,1,2,No,,No,Yes,No,No,No,34,34,4,47,1758620380727.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fdf87a30b-a6f8-4f73-8dc1-e6821fcb4992%2F1758620380727.jpg,1758620426892.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fdf87a30b-a6f8-4f73-8dc1-e6821fcb4992%2F1758620426892.jpg,0.7434336 32.9982258 1072.4263916015625 4.105,0.7434336,32.9982258,1072.426392,4.105,565123546,df87a30b-a6f8-4f73-8dc1-e6821fcb4992,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,316
Kayunga,Busaana Sub county,Lusenke,Kibuzi,Ebenezer Junior school,Private,Yes,60,30,30,0,4,1,3,,0,1,3,7,4,3,0,4,Yes,1,2,Yes,1,No,No,No,No,No,10,10,1,30,1758619262294.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fa661e6f3-d016-4f0c-91ae-dcf7c59be81d%2F1758619262294.jpg,1758619313234.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fa661e6f3-d016-4f0c-91ae-dcf7c59be81d%2F1758619313234.jpg,0.7350302 32.9908196 1084.2943115234375 3.883,0.7350302,32.9908196,1084.294312,3.883,565125283,a661e6f3-d016-4f0c-91ae-dcf7c59be81d,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,317
Kayunga,Busaana Sub county,Namusaala,Masembe village,Elliott Junior school,Private,Yes,224,113,111,2,11,5,6,,0,1,2,10,0,,10,3,Yes,1,1,Yes,1,Yes,Yes,Yes,No,No,22,22,22,113,1758718777350.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ff792ca70-d81c-4da2-95d5-7d9bc6e64405%2F1758718777350.jpg,1758718965627.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ff792ca70-d81c-4da2-95d5-7d9bc6e64405%2F1758718965627.jpg,0.8336922 33.0044933 1057.9698486328125 4.27,0.8336922,33.0044933,1057.969849,4.27,565814061,f792ca70-d81c-4da2-95d5-7d9bc6e64405,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,341
Kayunga,Busaana Sub county,Kasana,Sababu,Golden Star NPS,Private,Yes,100,40,60,0,8,3,5,,0,0,5,8,0,0,8,4,Yes,2,2,No,,No,No,Yes,No,No,12,12,12,30,1758715310667.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F73aa29c9-7549-49bc-86ad-8c80f7da4aab%2F1758715310667.jpg,1758715348828.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F73aa29c9-7549-49bc-86ad-8c80f7da4aab%2F1758715348828.jpg,0.7820417 33.0055991 1088.3050537109375 3.942,0.7820417,33.0055991,1088.305054,3.942,565820515,73aa29c9-7549-49bc-86ad-8c80f7da4aab,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,342
Kayunga,Busaana Sub county,Kasana,Bugobero,Little Kobs Learning Centre,Private,Yes,80,45,35,1,6,1,5,,0,1,3,5,3,0,2,2,Yes,1,1,No,,No,Yes,No,No,No,16,16,16,45,1758711515889.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2028ad76-eed4-4d8b-8dea-8475493fb3e3%2F1758711515889.jpg,1758711570166.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2028ad76-eed4-4d8b-8dea-8475493fb3e3%2F1758711570166.jpg,0.7854654 33.0256817 1062.94091796875 4.979,0.7854654,33.0256817,1062.940918,4.979,565833255,2028ad76-eed4-4d8b-8dea-8475493fb3e3,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,343
Kayunga,Busaana Sub county,Nabuganyi,Nabuganyi,River Nile Academy,Private,Yes,158,79,79,0,7,3,4,,0,0,4,10,10,0,0,6,Yes,2,2,Yes,2,Yes,Yes,Yes,Yes,No,15,15,2,39,1758707837464.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb4a60c81-26d3-4e5b-935f-0dc8a8c15a3d%2F1758707837464.jpg,1758707930605.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb4a60c81-26d3-4e5b-935f-0dc8a8c15a3d%2F1758707930605.jpg,0.8242488 33.0270398 1030.08447265625 3.53,0.8242488,33.0270398,1030.084473,3.53,565846979,b4a60c81-26d3-4e5b-935f-0dc8a8c15a3d,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,345
Kayunga,Busaana Sub county,Namukuma,Kayonjo,Bright Future Nursery and primary school,Private,Yes,335,166,188,2,14,5,9,,1,1,1,10,0,0,10,6,Yes,2,2,Yes,2,Yes,No,Yes,Yes,No,30,30,4,94,1758695568501.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ff159b410-6dbc-4d29-a477-1f2dfc911cf5%2F1758695568501.jpg,1758695652091.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ff159b410-6dbc-4d29-a477-1f2dfc911cf5%2F1758695652091.jpg,0.7686937 32.9713575 1054.497314453125 4.12,0.7686937,32.9713575,1054.497314,4.12,565850588,f159b410-6dbc-4d29-a477-1f2dfc911cf5,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,346
Kayunga,Busaana Sub county,Nabuganyi,Nabuganyi,Hope Junior school,Private,Yes,312,155,157,2,12,7,5,,0,0,2,10,0,0,10,6,Yes,3,3,No,,No,No,No,Yes,No,30,30,30,52,1758706858635.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fccf11b26-7394-4237-bd03-4fa328a14f2e%2F1758706858635.jpg,1758706897892.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fccf11b26-7394-4237-bd03-4fa328a14f2e%2F1758706897892.jpg,0.8052982 33.0210724 1060.2015380859375 4.088,0.8052982,33.0210724,1060.201538,4.088,566048432,ccf11b26-7394-4237-bd03-4fa328a14f2e,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,362
Kayunga,Busaana Sub county ,Lusenke parish,Lusenke,St. Peters Lusenke Primary school,Government,No,307,146,161,7,8,3,5,8,3,2,3,4,4,0,0,15,Yes,5,5,Yes,5,No,Yes,Yes,No,No,40,40,20,48,1758027976777.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8511580a-6147-4383-a4f9-e8ca02ce94ce%2F1758027976777.jpg,1758028262746.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8511580a-6147-4383-a4f9-e8ca02ce94ce%2F1758028262746.jpg,0.7504441 32.9962481 1069.9962158203125 4.915,0.7504441,32.9962481,1069.996216,4.915,560596756,8511580a-6147-4383-a4f9-e8ca02ce94ce,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,60
Kayunga,Busaana Sub county ,Kasana ,Kasana ,Kasana RC primary school ,Government,No,556,279,277,87,10,5,5,10,1,2,8,7,7,0,0,7,Yes,3,3,Yes,1,Yes,Yes,Yes,Yes,No,79,79,20,93,1758709964105.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F9e829b93-2a45-42d2-9e89-ccc4ecf488e2%2F1758709964105.jpg,1758710092137.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F9e829b93-2a45-42d2-9e89-ccc4ecf488e2%2F1758710092137.jpg,0.786041 33.0186992 1047.726318359375 4.957,0.786041,33.0186992,1047.726318,4.957,565675247,9e829b93-2a45-42d2-9e89-ccc4ecf488e2,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,338
Kayunga,Busaana Sub county ,Kasana ,Bugobero ,Ebenezer NPS,Private,Yes,222,113,109,2,13,4,9,,2,0,4,10,8,0,2,7,Yes,3,3,Yes,1,Yes,Yes,Yes,No,No,22,22,22,37,1758712801861.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F67fd79bf-37e3-4757-b627-ac4a1931fdc2%2F1758712801861.jpg,1758712913713.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F67fd79bf-37e3-4757-b627-ac4a1931fdc2%2F1758712913713.jpg,0.7821025 33.0329193 1049.653564453125 4.606,0.7821025,33.0329193,1049.653564,4.606,565692097,67fd79bf-37e3-4757-b627-ac4a1931fdc2,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,339
Kayunga,Busaana Sub county ,Nabuganyi ,Namatogonya,Ebenezer Nursery and Primary school ,Private,Yes,161,75,86,0,13,8,5,,3,0,8,10,2,1,7,8,Yes,3,3,Yes,2,No,No,Yes,Yes,No,16,16,1,28,1758717317782.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fc7ea3c75-2e95-4f64-bfb1-5491cd4623a6%2F1758717317782.jpg,1758717457852.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fc7ea3c75-2e95-4f64-bfb1-5491cd4623a6%2F1758717457852.jpg,0.821788 33.010831 1062.5572509765625 4.826,0.821788,33.010831,1062.557251,4.826,565798972,c7ea3c75-2e95-4f64-bfb1-5491cd4623a6,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,340
Kayunga,Busaana Sub county ,Kayunga,Namusala,Namusala Rc,Government,No,262,144,118,20,7,4,3,7,1,2,4,6,6,0,0,5,Yes,2,3,No,,Yes,No,Yes,No,No,40,40,1,72,,,,,,,,,,566516445,53338dac-3526-4c62-a12a-81091ceb84dd,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,399
Kayunga,Busaana Sub county ,Lusenke ,Kibuzi,Kibuzi RC ,Government,Yes,854,428,426,3,10,5,5,9,0,1,8,8,8,0,0,9,Yes,3,3,Yes,3,Yes,Yes,Yes,Yes,No,106,85,5,142,,,,,,,,,,566581840,31cff83e-faa8-4d7e-bac1-5736994e2d86,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,411
Kayunga,Busaana Subcounty,Kiwangula,Kiwangula,Al-Wahy Qur'an Academy,Private,Yes,131,54,77,0,8,4,4,,1,0,7,8,8,0,0,6,Yes,3,3,No,,No,Yes,Yes,Yes,No,16,16,50,25,,,1758605761213.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6a0200ab-abbd-418d-ba98-e3511d0943a5%2F1758605761213.jpg,0.7366203 32.9516126 1105.70703125 4.555,0.7366203,32.9516126,1105.707031,4.555,565842366,6a0200ab-abbd-418d-ba98-e3511d0943a5,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,344
Kayunga,Busaana Town council,Kasana parish ,Busaana village ,Busaana CU primary school,Government,No,1119,544,575,250,19,7,12,14,4,1,14,5,4,1,0,10,Yes,5,5,No,,No,Yes,Yes,Yes,No,130,80,1,112,1758024118497.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6745c6ab-c2cf-4cd2-bdf9-6ea4940446a8%2F1758024118497.jpg,1758024463340.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6745c6ab-c2cf-4cd2-bdf9-6ea4940446a8%2F1758024463340.jpg,0.7795667 32.9922684 1083.521728515625 4.847,0.7795667,32.9922684,1083.521729,4.847,560593465,6745c6ab-c2cf-4cd2-bdf9-6ea4940446a8,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,58
Kayunga,Busaana Town council,Kasana parish ,Bugaddu village ,Bugaddu CU primary school,Government,Yes,655,329,326,3,12,5,7,12,5,1,4,4,3,1,0,15,Yes,5,5,Yes,5,Yes,Yes,Yes,Yes,No,96,96,3,82,1758025939015.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F81dbbf43-0792-4bb6-8c41-0d10ee810534%2F1758025939015.jpg,1758026039227.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F81dbbf43-0792-4bb6-8c41-0d10ee810534%2F1758026039227.jpg,0.7705527 33.000558 1077.77587890625 4.821,0.7705527,33.000558,1077.775879,4.821,560597983,81dbbf43-0792-4bb6-8c41-0d10ee810534,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,61
Kayunga,Busaana Town council,Namukuma,Kayonjo,Kayonjo UMEA primary school,Government,Yes,495,232,263,5,12,5,7,8,2,3,3,7,7,0,1,7,Yes,2,3,Yes,2,Yes,Yes,Yes,No,No,55,55,1,116,1758185795230.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8510e723-f0a7-4b04-9a2a-70ef9be21740%2F1758185795230.jpg,1758185904259.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8510e723-f0a7-4b04-9a2a-70ef9be21740%2F1758185904259.jpg,0.7543074 32.9687204 1064.520751953125 3.824,0.7543074,32.9687204,1064.520752,3.824,562140887,8510e723-f0a7-4b04-9a2a-70ef9be21740,2025-09-19,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,164
Kayunga,Busaana Town council,Busaana,Busaana,King of Kings Nursery and Primary,Private,Yes,352,151,201,10,14,5,9,,2,2,4,10,5,0,5,7,Yes,3,2,Yes,2,Yes,No,Yes,Yes,No,30,30,2,100,1758635415683.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6f276d3b-8c38-46e7-bcde-561fe3ef9f79%2F1758635415683.jpg,1758635581935.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6f276d3b-8c38-46e7-bcde-561fe3ef9f79%2F1758635581935.jpg,0.7796117 32.9911555 1074.800048828125 3.908,0.7796117,32.9911555,1074.800049,3.908,565100905,6f276d3b-8c38-46e7-bcde-561fe3ef9f79,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,307
